dat_site,LCT_shared,count,p_a
gog1 2020 7 26,Sebastes2,1238,1
gog1 2020 7 26,Synchirus gilli,0,0
gog1 2020 7 26,Syngnathus leptorhynchus,261,1
gog1 2020 7 26,Trichodon trichodon,0,0
gog1 2020 7 26,Xiphister1,4587,1
gog4 2018 7 14,Ammodytes1,4302,1
gog4 2018 7 14,Amphistichus rhodoterus,0,0
gog4 2018 7 14,Anarrhichthys ocellatus,0,0
gog4 2018 7 14,Anoplarchus1,501,1
gog4 2018 7 14,Apodichthys flavidus,1332,1
gog4 2018 7 14,Artedius1,891,1
gog4 2018 7 14,Ascelichthys rhodorus,1157,1
gog4 2018 7 14,Aulorhynchus flavidus,491,1
gog4 2018 7 14,Blepsias cirrhosus,193,1
gog4 2018 7 14,Brachyistius frenatus,0,0
gog4 2018 7 14,Citharichthys1,664,1
gog4 2018 7 14,Clevelandia ios,0,0
gog4 2018 7 14,Clinocottus globiceps,0,0
gog4 2018 7 14,Clupea pallasii,20922,1
gog4 2018 7 14,Cottus asper,0,0
gog4 2018 7 14,Cottus1,0,0
gog4 2018 7 14,Cymatogaster aggregata,6515,1
gog4 2018 7 14,Embiotoca lateralis,0,0
gog4 2018 7 14,Engraulis mordax,0,0
gog4 2018 7 14,Enophrys bison,1262,1
gog4 2018 7 14,Gadus chalcogrammus,0,0
gog4 2018 7 14,Gasterosteus aculeatus,0,0
gog4 2018 7 14,Gibbonsia montereyensis,763,1
gog4 2018 7 14,Gobiesox maeandricus,880,1
gog4 2018 7 14,Hemilepidotus hemilepidotus,81,1
gog4 2018 7 14,Hexagrammos decagrammus,8465,1
gog4 2018 7 14,Hexagrammos1,698,1
gog4 2018 7 14,Hippoglossus stenolepis,0,0
gog4 2018 7 14,Hydrolagus colliei,0,0
gog4 2018 7 14,Icosteus aenigmaticus,0,0
gog4 2018 7 14,Jordania zonope,0,0
gog4 2018 7 14,Lepidopsetta1,0,0
gog4 2018 7 14,Leptocottus armatus,0,0
gog4 2018 7 14,Liparis cyclopus,0,0
gog4 2018 7 14,Liparis florae,406,1
gog4 2018 7 14,Liparis mucosus,0,0
gog4 2018 7 14,Lumpenus sagitta,0,0
gog4 2018 7 14,Merluccius productus,0,0
gog4 2018 7 14,Microgadus proximus,0,0
gog4 2018 7 14,Microstomus pacificus,304,1
gog4 2018 7 14,Mola mola,0,0
gog4 2018 7 14,Myoxocephalus1,0,0
gog4 2018 7 14,Nautichthys oculofasciatus,0,0
gog4 2018 7 14,Oligocottus1,803,1
gog4 2018 7 14,Oncorhynchus clarkii,0,0
gog4 2018 7 14,Oncorhynchus gorbuscha,0,0
gog4 2018 7 14,Oncorhynchus keta,0,0
gog4 2018 7 14,Oncorhynchus kisutch,0,0
gog4 2018 7 14,Oncorhynchus mykiss,0,0
gog4 2018 7 14,Oncorhynchus tshawytscha,757,1
gog4 2018 7 14,Ophiodon elongatus,0,0
gog4 2018 7 14,Oxylebius pictus,0,0
gog4 2018 7 14,Pholis1,0,0
gog4 2018 7 14,Phytichthys chirus,0,0
gog4 2018 7 14,Platichthys stellatus,198,1
gog4 2018 7 14,Pleuronectidae1,2663,1
gog4 2018 7 14,Pleuronichthys coenosus,0,0
gog4 2018 7 14,Polypera greeni,0,0
gog4 2018 7 14,Rhacochilus vacca,0,0
gog4 2018 7 14,Rimicola muscarum,141,1
gog4 2018 7 14,Salvelinus malma,0,0
gog4 2018 7 14,Scorpaenichthys marmoratus,384,1
gog4 2018 7 14,Sebastes entomelas,0,0
gog4 2018 7 14,Sebastes nebulosus,0,0
gog4 2018 7 14,Sebastes1,1054,1
gog4 2018 7 14,Sebastes2,2422,1
gog4 2018 7 14,Synchirus gilli,442,1
gog4 2018 7 14,Syngnathus leptorhynchus,0,0
gog4 2018 7 14,Trichodon trichodon,2988,1
gog4 2018 7 14,Xiphister1,1554,1
gog4 2020 7 26,Ammodytes1,401,1
gog4 2020 7 26,Amphistichus rhodoterus,0,0
gog4 2020 7 26,Anarrhichthys ocellatus,0,0
gog4 2020 7 26,Anoplarchus1,1080,1
gog4 2020 7 26,Apodichthys flavidus,939,1
gog4 2020 7 26,Artedius1,0,0
gog4 2020 7 26,Ascelichthys rhodorus,0,0
gog4 2020 7 26,Aulorhynchus flavidus,0,0
gog4 2020 7 26,Blepsias cirrhosus,0,0
gog4 2020 7 26,Brachyistius frenatus,0,0
gog4 2020 7 26,Citharichthys1,522,1
gog4 2020 7 26,Clevelandia ios,0,0
gog4 2020 7 26,Clinocottus globiceps,206,1
gog4 2020 7 26,Clupea pallasii,4334,1
gog4 2020 7 26,Cottus asper,0,0
gog4 2020 7 26,Cottus1,0,0
gog4 2020 7 26,Cymatogaster aggregata,49612,1
gog4 2020 7 26,Embiotoca lateralis,0,0
gog4 2020 7 26,Engraulis mordax,0,0
gog4 2020 7 26,Enophrys bison,0,0
gog4 2020 7 26,Gadus chalcogrammus,0,0
gog4 2020 7 26,Gasterosteus aculeatus,0,0
gog4 2020 7 26,Gibbonsia montereyensis,0,0
gog4 2020 7 26,Gobiesox maeandricus,131,1
gog4 2020 7 26,Hemilepidotus hemilepidotus,265,1
gog4 2020 7 26,Hexagrammos decagrammus,2476,1
gog4 2020 7 26,Hexagrammos1,218,1
gog4 2020 7 26,Hippoglossus stenolepis,0,0
gog4 2020 7 26,Hydrolagus colliei,0,0
gog4 2020 7 26,Icosteus aenigmaticus,0,0
gog4 2020 7 26,Jordania zonope,0,0
gog4 2020 7 26,Lepidopsetta1,0,0
gog4 2020 7 26,Leptocottus armatus,0,0
gog4 2020 7 26,Liparis cyclopus,0,0
gog4 2020 7 26,Liparis florae,323,1
gog4 2020 7 26,Liparis mucosus,0,0
gog4 2020 7 26,Lumpenus sagitta,0,0
gog4 2020 7 26,Merluccius productus,51,1
gog4 2020 7 26,Microgadus proximus,0,0
gog4 2020 7 26,Microstomus pacificus,0,0
gog4 2020 7 26,Mola mola,0,0
gog4 2020 7 26,Myoxocephalus1,0,0
gog4 2020 7 26,Nautichthys oculofasciatus,0,0
gog4 2020 7 26,Oligocottus1,428,1
gog4 2020 7 26,Oncorhynchus clarkii,0,0
gog4 2020 7 26,Oncorhynchus gorbuscha,99,1
gog4 2020 7 26,Oncorhynchus keta,0,0
gog4 2020 7 26,Oncorhynchus kisutch,0,0
gog4 2020 7 26,Oncorhynchus mykiss,0,0
gog4 2020 7 26,Oncorhynchus tshawytscha,944,1
gog4 2020 7 26,Ophiodon elongatus,0,0
gog4 2020 7 26,Oxylebius pictus,0,0
gog4 2020 7 26,Pholis1,0,0
gog4 2020 7 26,Phytichthys chirus,0,0
gog4 2020 7 26,Platichthys stellatus,92,1
gog4 2020 7 26,Pleuronectidae1,2460,1
gog4 2020 7 26,Pleuronichthys coenosus,238,1
gog4 2020 7 26,Polypera greeni,0,0
gog4 2020 7 26,Rhacochilus vacca,0,0
gog4 2020 7 26,Rimicola muscarum,0,0
gog4 2020 7 26,Salvelinus malma,0,0
gog4 2020 7 26,Scorpaenichthys marmoratus,172,1
gog4 2020 7 26,Sebastes entomelas,0,0
gog4 2020 7 26,Sebastes nebulosus,0,0
gog4 2020 7 26,Sebastes1,536,1
gog4 2020 7 26,Sebastes2,2343,1
gog4 2020 7 26,Synchirus gilli,0,0
gog4 2020 7 26,Syngnathus leptorhynchus,0,0
gog4 2020 7 26,Trichodon trichodon,0,0
gog4 2020 7 26,Xiphister1,1506,1
hab2 2018 7 12,Ammodytes1,22144,1
hab2 2018 7 12,Amphistichus rhodoterus,68,1
hab2 2018 7 12,Anarrhichthys ocellatus,0,0
hab2 2018 7 12,Anoplarchus1,0,0
hab2 2018 7 12,Apodichthys flavidus,653,1
hab2 2018 7 12,Artedius1,223,1
hab2 2018 7 12,Ascelichthys rhodorus,197,1
hab2 2018 7 12,Aulorhynchus flavidus,108,1
hab2 2018 7 12,Blepsias cirrhosus,0,0
hab2 2018 7 12,Brachyistius frenatus,0,0
hab2 2018 7 12,Citharichthys1,192,1
hab2 2018 7 12,Clevelandia ios,0,0
hab2 2018 7 12,Clinocottus globiceps,0,0
hab2 2018 7 12,Clupea pallasii,30618,1
hab2 2018 7 12,Cottus asper,82,1
hab2 2018 7 12,Cottus1,0,0
hab2 2018 7 12,Cymatogaster aggregata,4178,1
hab2 2018 7 12,Embiotoca lateralis,95,1
hab2 2018 7 12,Engraulis mordax,61,1
hab2 2018 7 12,Enophrys bison,271,1
hab2 2018 7 12,Gadus chalcogrammus,0,0
hab2 2018 7 12,Gasterosteus aculeatus,0,0
hab2 2018 7 12,Gibbonsia montereyensis,0,0
hab2 2018 7 12,Gobiesox maeandricus,337,1
hab2 2018 7 12,Hemilepidotus hemilepidotus,651,1
hab2 2018 7 12,Hexagrammos decagrammus,565,1
hab2 2018 7 12,Hexagrammos1,273,1
hab2 2018 7 12,Hippoglossus stenolepis,0,0
hab2 2018 7 12,Hydrolagus colliei,0,0
hab2 2018 7 12,Icosteus aenigmaticus,0,0
hab2 2018 7 12,Jordania zonope,0,0
hab2 2018 7 12,Lepidopsetta1,0,0
hab2 2018 7 12,Leptocottus armatus,0,0
hab2 2018 7 12,Liparis cyclopus,0,0
hab2 2018 7 12,Liparis florae,78,1
hab2 2018 7 12,Liparis mucosus,0,0
hab2 2018 7 12,Lumpenus sagitta,0,0
hab2 2018 7 12,Merluccius productus,0,0
hab2 2018 7 12,Microgadus proximus,0,0
hab2 2018 7 12,Microstomus pacificus,0,0
hab2 2018 7 12,Mola mola,0,0
hab2 2018 7 12,Myoxocephalus1,0,0
hab2 2018 7 12,Nautichthys oculofasciatus,0,0
hab2 2018 7 12,Oligocottus1,140,1
hab2 2018 7 12,Oncorhynchus clarkii,0,0
hab2 2018 7 12,Oncorhynchus gorbuscha,13,1
hab2 2018 7 12,Oncorhynchus keta,0,0
hab2 2018 7 12,Oncorhynchus kisutch,22,1
hab2 2018 7 12,Oncorhynchus mykiss,0,0
hab2 2018 7 12,Oncorhynchus tshawytscha,386,1
hab2 2018 7 12,Ophiodon elongatus,198,1
hab2 2018 7 12,Oxylebius pictus,0,0
hab2 2018 7 12,Pholis1,0,0
hab2 2018 7 12,Phytichthys chirus,0,0
hab2 2018 7 12,Platichthys stellatus,866,1
hab2 2018 7 12,Pleuronectidae1,363,1
hab2 2018 7 12,Pleuronichthys coenosus,0,0
hab2 2018 7 12,Polypera greeni,0,0
hab2 2018 7 12,Rhacochilus vacca,0,0
hab2 2018 7 12,Rimicola muscarum,0,0
hab2 2018 7 12,Salvelinus malma,0,0
hab2 2018 7 12,Scorpaenichthys marmoratus,326,1
hab2 2018 7 12,Sebastes entomelas,0,0
hab2 2018 7 12,Sebastes nebulosus,0,0
hab2 2018 7 12,Sebastes1,60,1
hab2 2018 7 12,Sebastes2,2415,1
hab2 2018 7 12,Synchirus gilli,0,0
hab2 2018 7 12,Syngnathus leptorhynchus,0,0
hab2 2018 7 12,Trichodon trichodon,0,0
hab2 2018 7 12,Xiphister1,116,1
hab4 2018 7 11,Ammodytes1,0,0
hab4 2018 7 11,Amphistichus rhodoterus,0,0
hab4 2018 7 11,Anarrhichthys ocellatus,0,0
hab4 2018 7 11,Anoplarchus1,2679,1
hab4 2018 7 11,Apodichthys flavidus,527,1
hab4 2018 7 11,Artedius1,812,1
hab4 2018 7 11,Ascelichthys rhodorus,0,0
hab4 2018 7 11,Aulorhynchus flavidus,0,0
hab4 2018 7 11,Blepsias cirrhosus,0,0
hab4 2018 7 11,Brachyistius frenatus,331,1
hab4 2018 7 11,Citharichthys1,1523,1
hab4 2018 7 11,Clevelandia ios,0,0
hab4 2018 7 11,Clinocottus globiceps,0,0
hab4 2018 7 11,Clupea pallasii,33414,1
hab4 2018 7 11,Cottus asper,0,0
hab4 2018 7 11,Cottus1,0,0
hab4 2018 7 11,Cymatogaster aggregata,9446,1
hab4 2018 7 11,Embiotoca lateralis,0,0
hab4 2018 7 11,Engraulis mordax,486,1
hab4 2018 7 11,Enophrys bison,545,1
hab4 2018 7 11,Gadus chalcogrammus,0,0
hab4 2018 7 11,Gasterosteus aculeatus,0,0
hab4 2018 7 11,Gibbonsia montereyensis,0,0
hab4 2018 7 11,Gobiesox maeandricus,391,1
hab4 2018 7 11,Hemilepidotus hemilepidotus,183,1
hab4 2018 7 11,Hexagrammos decagrammus,0,0
hab4 2018 7 11,Hexagrammos1,58,1
hab4 2018 7 11,Hippoglossus stenolepis,0,0
hab4 2018 7 11,Hydrolagus colliei,0,0
hab4 2018 7 11,Icosteus aenigmaticus,0,0
hab4 2018 7 11,Jordania zonope,0,0
hab4 2018 7 11,Lepidopsetta1,0,0
hab4 2018 7 11,Leptocottus armatus,4288,1
hab4 2018 7 11,Liparis cyclopus,0,0
hab4 2018 7 11,Liparis florae,0,0
hab4 2018 7 11,Liparis mucosus,0,0
hab4 2018 7 11,Lumpenus sagitta,0,0
hab4 2018 7 11,Merluccius productus,0,0
hab4 2018 7 11,Microgadus proximus,0,0
hab4 2018 7 11,Microstomus pacificus,0,0
hab4 2018 7 11,Mola mola,0,0
hab4 2018 7 11,Myoxocephalus1,221,1
hab4 2018 7 11,Nautichthys oculofasciatus,0,0
hab4 2018 7 11,Oligocottus1,1432,1
hab4 2018 7 11,Oncorhynchus clarkii,0,0
hab4 2018 7 11,Oncorhynchus gorbuscha,113,1
hab4 2018 7 11,Oncorhynchus keta,0,0
hab4 2018 7 11,Oncorhynchus kisutch,0,0
hab4 2018 7 11,Oncorhynchus mykiss,0,0
hab4 2018 7 11,Oncorhynchus tshawytscha,189,1
hab4 2018 7 11,Ophiodon elongatus,0,0
hab4 2018 7 11,Oxylebius pictus,0,0
hab4 2018 7 11,Pholis1,1979,1
hab4 2018 7 11,Phytichthys chirus,0,0
hab4 2018 7 11,Platichthys stellatus,171,1
hab4 2018 7 11,Pleuronectidae1,1148,1
hab4 2018 7 11,Pleuronichthys coenosus,0,0
hab4 2018 7 11,Polypera greeni,0,0
hab4 2018 7 11,Rhacochilus vacca,4265,1
hab4 2018 7 11,Rimicola muscarum,0,0
hab4 2018 7 11,Salvelinus malma,0,0
hab4 2018 7 11,Scorpaenichthys marmoratus,0,0
hab4 2018 7 11,Sebastes entomelas,0,0
hab4 2018 7 11,Sebastes nebulosus,0,0
hab4 2018 7 11,Sebastes1,0,0
hab4 2018 7 11,Sebastes2,0,0
hab4 2018 7 11,Synchirus gilli,0,0
hab4 2018 7 11,Syngnathus leptorhynchus,0,0
hab4 2018 7 11,Trichodon trichodon,0,0
hab4 2018 7 11,Xiphister1,1373,1
hdo 2018 7 11,Ammodytes1,0,0
hdo 2018 7 11,Amphistichus rhodoterus,0,0
hdo 2018 7 11,Anarrhichthys ocellatus,0,0
hdo 2018 7 11,Anoplarchus1,3089,1
hdo 2018 7 11,Apodichthys flavidus,539,1
hdo 2018 7 11,Artedius1,2051,1
hdo 2018 7 11,Ascelichthys rhodorus,0,0
hdo 2018 7 11,Aulorhynchus flavidus,0,0
hdo 2018 7 11,Blepsias cirrhosus,0,0
hdo 2018 7 11,Brachyistius frenatus,0,0
hdo 2018 7 11,Citharichthys1,6568,1
hdo 2018 7 11,Clevelandia ios,0,0
hdo 2018 7 11,Clinocottus globiceps,0,0
hdo 2018 7 11,Clupea pallasii,10127,1
hdo 2018 7 11,Cottus asper,0,0
hdo 2018 7 11,Cottus1,0,0
hdo 2018 7 11,Cymatogaster aggregata,6846,1
hdo 2018 7 11,Embiotoca lateralis,0,0
hdo 2018 7 11,Engraulis mordax,0,0
hdo 2018 7 11,Enophrys bison,116,1
hdo 2018 7 11,Gadus chalcogrammus,0,0
hdo 2018 7 11,Gasterosteus aculeatus,1711,1
hdo 2018 7 11,Gibbonsia montereyensis,0,0
hdo 2018 7 11,Gobiesox maeandricus,0,0
hdo 2018 7 11,Hemilepidotus hemilepidotus,1224,1
hdo 2018 7 11,Hexagrammos decagrammus,345,1
hdo 2018 7 11,Hexagrammos1,29,1
hdo 2018 7 11,Hippoglossus stenolepis,0,0
hdo 2018 7 11,Hydrolagus colliei,101,1
hdo 2018 7 11,Icosteus aenigmaticus,0,0
hdo 2018 7 11,Jordania zonope,0,0
hdo 2018 7 11,Lepidopsetta1,0,0
hdo 2018 7 11,Leptocottus armatus,8558,1
hdo 2018 7 11,Liparis cyclopus,0,0
hdo 2018 7 11,Liparis florae,0,0
hdo 2018 7 11,Liparis mucosus,0,0
hdo 2018 7 11,Lumpenus sagitta,0,0
hdo 2018 7 11,Merluccius productus,0,0
hdo 2018 7 11,Microgadus proximus,0,0
hdo 2018 7 11,Microstomus pacificus,479,1
hdo 2018 7 11,Mola mola,0,0
hdo 2018 7 11,Myoxocephalus1,3443,1
hdo 2018 7 11,Nautichthys oculofasciatus,0,0
hdo 2018 7 11,Oligocottus1,625,1
hdo 2018 7 11,Oncorhynchus clarkii,0,0
hdo 2018 7 11,Oncorhynchus gorbuscha,270,1
hdo 2018 7 11,Oncorhynchus keta,0,0
hdo 2018 7 11,Oncorhynchus kisutch,0,0
hdo 2018 7 11,Oncorhynchus mykiss,0,0
hdo 2018 7 11,Oncorhynchus tshawytscha,1496,1
hdo 2018 7 11,Ophiodon elongatus,2097,1
hdo 2018 7 11,Oxylebius pictus,0,0
hdo 2018 7 11,Pholis1,0,0
hdo 2018 7 11,Phytichthys chirus,0,0
hdo 2018 7 11,Platichthys stellatus,379,1
hdo 2018 7 11,Pleuronectidae1,7058,1
hdo 2018 7 11,Pleuronichthys coenosus,0,0
hdo 2018 7 11,Polypera greeni,0,0
hdo 2018 7 11,Rhacochilus vacca,640,1
hdo 2018 7 11,Rimicola muscarum,0,0
hdo 2018 7 11,Salvelinus malma,0,0
hdo 2018 7 11,Scorpaenichthys marmoratus,0,0
hdo 2018 7 11,Sebastes entomelas,0,0
hdo 2018 7 11,Sebastes nebulosus,0,0
hdo 2018 7 11,Sebastes1,0,0
hdo 2018 7 11,Sebastes2,2512,1
hdo 2018 7 11,Synchirus gilli,0,0
hdo 2018 7 11,Syngnathus leptorhynchus,0,0
hdo 2018 7 11,Trichodon trichodon,0,0
hdo 2018 7 11,Xiphister1,2206,1
hdo 2018 8 23,Ammodytes1,0,0
hdo 2018 8 23,Amphistichus rhodoterus,0,0
hdo 2018 8 23,Anarrhichthys ocellatus,0,0
hdo 2018 8 23,Anoplarchus1,1465,1
hdo 2018 8 23,Apodichthys flavidus,0,0
hdo 2018 8 23,Artedius1,1327,1
hdo 2018 8 23,Ascelichthys rhodorus,0,0
hdo 2018 8 23,Aulorhynchus flavidus,0,0
hdo 2018 8 23,Blepsias cirrhosus,0,0
hdo 2018 8 23,Brachyistius frenatus,325,1
hdo 2018 8 23,Citharichthys1,560,1
hdo 2018 8 23,Clevelandia ios,0,0
hdo 2018 8 23,Clinocottus globiceps,0,0
hdo 2018 8 23,Clupea pallasii,20204,1
hdo 2018 8 23,Cottus asper,0,0
hdo 2018 8 23,Cottus1,0,0
hdo 2018 8 23,Cymatogaster aggregata,23012,1
hdo 2018 8 23,Embiotoca lateralis,0,0
hdo 2018 8 23,Engraulis mordax,0,0
hdo 2018 8 23,Enophrys bison,3,1
hdo 2018 8 23,Gadus chalcogrammus,0,0
hdo 2018 8 23,Gasterosteus aculeatus,1276,1
hdo 2018 8 23,Gibbonsia montereyensis,0,0
hdo 2018 8 23,Gobiesox maeandricus,0,0
hdo 2018 8 23,Hemilepidotus hemilepidotus,241,1
hdo 2018 8 23,Hexagrammos decagrammus,0,0
hdo 2018 8 23,Hexagrammos1,280,1
hdo 2018 8 23,Hippoglossus stenolepis,0,0
hdo 2018 8 23,Hydrolagus colliei,0,0
hdo 2018 8 23,Icosteus aenigmaticus,0,0
hdo 2018 8 23,Jordania zonope,0,0
hdo 2018 8 23,Lepidopsetta1,0,0
hdo 2018 8 23,Leptocottus armatus,10201,1
hdo 2018 8 23,Liparis cyclopus,0,0
hdo 2018 8 23,Liparis florae,0,0
hdo 2018 8 23,Liparis mucosus,0,0
hdo 2018 8 23,Lumpenus sagitta,0,0
hdo 2018 8 23,Merluccius productus,0,0
hdo 2018 8 23,Microgadus proximus,0,0
hdo 2018 8 23,Microstomus pacificus,0,0
hdo 2018 8 23,Mola mola,0,0
hdo 2018 8 23,Myoxocephalus1,0,0
hdo 2018 8 23,Nautichthys oculofasciatus,0,0
hdo 2018 8 23,Oligocottus1,1550,1
hdo 2018 8 23,Oncorhynchus clarkii,0,0
hdo 2018 8 23,Oncorhynchus gorbuscha,735,1
hdo 2018 8 23,Oncorhynchus keta,0,0
hdo 2018 8 23,Oncorhynchus kisutch,218,1
hdo 2018 8 23,Oncorhynchus mykiss,0,0
hdo 2018 8 23,Oncorhynchus tshawytscha,13,1
hdo 2018 8 23,Ophiodon elongatus,0,0
hdo 2018 8 23,Oxylebius pictus,0,0
hdo 2018 8 23,Pholis1,1332,1
hdo 2018 8 23,Phytichthys chirus,0,0
hdo 2018 8 23,Platichthys stellatus,0,0
hdo 2018 8 23,Pleuronectidae1,1261,1
hdo 2018 8 23,Pleuronichthys coenosus,0,0
hdo 2018 8 23,Polypera greeni,0,0
hdo 2018 8 23,Rhacochilus vacca,0,0
hdo 2018 8 23,Rimicola muscarum,0,0
hdo 2018 8 23,Salvelinus malma,0,0
hdo 2018 8 23,Scorpaenichthys marmoratus,0,0
hdo 2018 8 23,Sebastes entomelas,0,0
hdo 2018 8 23,Sebastes nebulosus,0,0
hdo 2018 8 23,Sebastes1,0,0
hdo 2018 8 23,Sebastes2,3181,1
hdo 2018 8 23,Synchirus gilli,0,0
hdo 2018 8 23,Syngnathus leptorhynchus,0,0
hdo 2018 8 23,Trichodon trichodon,0,0
hdo 2018 8 23,Xiphister1,0,0
hdo 2019 7 29,Ammodytes1,0,0
hdo 2019 7 29,Amphistichus rhodoterus,0,0
hdo 2019 7 29,Anarrhichthys ocellatus,0,0
hdo 2019 7 29,Anoplarchus1,3366,1
hdo 2019 7 29,Apodichthys flavidus,0,0
hdo 2019 7 29,Artedius1,771,1
hdo 2019 7 29,Ascelichthys rhodorus,0,0
hdo 2019 7 29,Aulorhynchus flavidus,5,1
hdo 2019 7 29,Blepsias cirrhosus,0,0
hdo 2019 7 29,Brachyistius frenatus,209,1
hdo 2019 7 29,Citharichthys1,732,1
hdo 2019 7 29,Clevelandia ios,281,1
hdo 2019 7 29,Clinocottus globiceps,0,0
hdo 2019 7 29,Clupea pallasii,3959,1
hdo 2019 7 29,Cottus asper,0,0
hdo 2019 7 29,Cottus1,0,0
hdo 2019 7 29,Cymatogaster aggregata,39765,1
hdo 2019 7 29,Embiotoca lateralis,0,0
hdo 2019 7 29,Engraulis mordax,136,1
hdo 2019 7 29,Enophrys bison,231,1
hdo 2019 7 29,Gadus chalcogrammus,0,0
hdo 2019 7 29,Gasterosteus aculeatus,2160,1
hdo 2019 7 29,Gibbonsia montereyensis,0,0
hdo 2019 7 29,Gobiesox maeandricus,0,0
hdo 2019 7 29,Hemilepidotus hemilepidotus,13,1
hdo 2019 7 29,Hexagrammos decagrammus,198,1
hdo 2019 7 29,Hexagrammos1,262,1
hdo 2019 7 29,Hippoglossus stenolepis,0,0
hdo 2019 7 29,Hydrolagus colliei,0,0
hdo 2019 7 29,Icosteus aenigmaticus,0,0
hdo 2019 7 29,Jordania zonope,0,0
hdo 2019 7 29,Lepidopsetta1,0,0
hdo 2019 7 29,Leptocottus armatus,10689,1
hdo 2019 7 29,Liparis cyclopus,0,0
hdo 2019 7 29,Liparis florae,0,0
hdo 2019 7 29,Liparis mucosus,0,0
hdo 2019 7 29,Lumpenus sagitta,0,0
hdo 2019 7 29,Merluccius productus,0,0
hdo 2019 7 29,Microgadus proximus,0,0
hdo 2019 7 29,Microstomus pacificus,0,0
hdo 2019 7 29,Mola mola,0,0
hdo 2019 7 29,Myoxocephalus1,99,1
hdo 2019 7 29,Nautichthys oculofasciatus,0,0
hdo 2019 7 29,Oligocottus1,545,1
hdo 2019 7 29,Oncorhynchus clarkii,0,0
hdo 2019 7 29,Oncorhynchus gorbuscha,346,1
hdo 2019 7 29,Oncorhynchus keta,316,1
hdo 2019 7 29,Oncorhynchus kisutch,1034,1
hdo 2019 7 29,Oncorhynchus mykiss,0,0
hdo 2019 7 29,Oncorhynchus tshawytscha,3,1
hdo 2019 7 29,Ophiodon elongatus,158,1
hdo 2019 7 29,Oxylebius pictus,0,0
hdo 2019 7 29,Pholis1,870,1
hdo 2019 7 29,Phytichthys chirus,0,0
hdo 2019 7 29,Platichthys stellatus,995,1
hdo 2019 7 29,Pleuronectidae1,1231,1
hdo 2019 7 29,Pleuronichthys coenosus,0,0
hdo 2019 7 29,Polypera greeni,0,0
hdo 2019 7 29,Rhacochilus vacca,399,1
hdo 2019 7 29,Rimicola muscarum,0,0
hdo 2019 7 29,Salvelinus malma,0,0
hdo 2019 7 29,Scorpaenichthys marmoratus,0,0
hdo 2019 7 29,Sebastes entomelas,0,0
hdo 2019 7 29,Sebastes nebulosus,0,0
hdo 2019 7 29,Sebastes1,0,0
hdo 2019 7 29,Sebastes2,669,1
hdo 2019 7 29,Synchirus gilli,0,0
hdo 2019 7 29,Syngnathus leptorhynchus,0,0
hdo 2019 7 29,Trichodon trichodon,0,0
hdo 2019 7 29,Xiphister1,343,1
hdo 2020 7 19,Ammodytes1,0,0
hdo 2020 7 19,Amphistichus rhodoterus,0,0
hdo 2020 7 19,Anarrhichthys ocellatus,0,0
hdo 2020 7 19,Anoplarchus1,1501,1
hdo 2020 7 19,Apodichthys flavidus,0,0
hdo 2020 7 19,Artedius1,642,1
hdo 2020 7 19,Ascelichthys rhodorus,0,0
hdo 2020 7 19,Aulorhynchus flavidus,0,0
hdo 2020 7 19,Blepsias cirrhosus,0,0
hdo 2020 7 19,Brachyistius frenatus,0,0
hdo 2020 7 19,Citharichthys1,608,1
hdo 2020 7 19,Clevelandia ios,0,0
hdo 2020 7 19,Clinocottus globiceps,0,0
hdo 2020 7 19,Clupea pallasii,2942,1
hdo 2020 7 19,Cottus asper,0,0
hdo 2020 7 19,Cottus1,0,0
hdo 2020 7 19,Cymatogaster aggregata,35191,1
hdo 2020 7 19,Embiotoca lateralis,280,1
hdo 2020 7 19,Engraulis mordax,263,1
hdo 2020 7 19,Enophrys bison,188,1
hdo 2020 7 19,Gadus chalcogrammus,0,0
hdo 2020 7 19,Gasterosteus aculeatus,19490,1
hdo 2020 7 19,Gibbonsia montereyensis,0,0
hdo 2020 7 19,Gobiesox maeandricus,0,0
hdo 2020 7 19,Hemilepidotus hemilepidotus,0,0
hdo 2020 7 19,Hexagrammos decagrammus,39,1
hdo 2020 7 19,Hexagrammos1,0,0
hdo 2020 7 19,Hippoglossus stenolepis,0,0
hdo 2020 7 19,Hydrolagus colliei,0,0
hdo 2020 7 19,Icosteus aenigmaticus,0,0
hdo 2020 7 19,Jordania zonope,0,0
hdo 2020 7 19,Lepidopsetta1,0,0
hdo 2020 7 19,Leptocottus armatus,5720,1
hdo 2020 7 19,Liparis cyclopus,0,0
hdo 2020 7 19,Liparis florae,0,0
hdo 2020 7 19,Liparis mucosus,0,0
hdo 2020 7 19,Lumpenus sagitta,0,0
hdo 2020 7 19,Merluccius productus,0,0
hdo 2020 7 19,Microgadus proximus,0,0
hdo 2020 7 19,Microstomus pacificus,0,0
hdo 2020 7 19,Mola mola,0,0
hdo 2020 7 19,Myoxocephalus1,0,0
hdo 2020 7 19,Nautichthys oculofasciatus,0,0
hdo 2020 7 19,Oligocottus1,82,1
hdo 2020 7 19,Oncorhynchus clarkii,0,0
hdo 2020 7 19,Oncorhynchus gorbuscha,6,1
hdo 2020 7 19,Oncorhynchus keta,0,0
hdo 2020 7 19,Oncorhynchus kisutch,0,0
hdo 2020 7 19,Oncorhynchus mykiss,0,0
hdo 2020 7 19,Oncorhynchus tshawytscha,6,1
