site,Species,value,p_a
138-TW05,Pholis laeta,0,0
138-TW05,Pholis ornata,0,0
138-TW05,Phytichthys chirus,0,0
138-TW05,Platichthys stellatus,0,0
138-TW05,Pleuronichthys coenosus,0,0
138-TW05,Poromitra cristiceps,0,0
138-TW05,Prosopium williamsoni,0,0
138-TW05,Rhinogobiops nicholsii,0,0
138-TW05,Rimicola muscarum,0,0
138-TW05,Salmo salar,0,0
138-TW05,Salvelinus malma,0,0
138-TW05,Sardinops sp.,0,0
138-TW05,Scorpaenichthys marmoratus,0,0
138-TW05,Sebastes sp.,0,0
138-TW05,Stenobrachius leucopsarus,7772,1
138-TW05,Stenobrachius nannochir,2162,1
138-TW05,Synchirus gilli,0,0
138-TW05,Syngnathus leptorhynchus,0,0
138-TW05,Thaleichthys pacificus,0,0
138-TW05,Trichodon trichodon,0,0
138-TW05,Xiphister atropurpureus,9470,1
138-TW05,no identification,0,0
139-TW05,Agonomalus mozinoi,3366,1
139-TW05,Albatrossia pectoralis,0,0
139-TW05,Ammodytes personatus,10708,1
139-TW05,Ammodytes sp.,0,0
139-TW05,Anarrhichthys ocellatus,0,0
139-TW05,Anoplarchus purpurescens,0,0
139-TW05,Anoplopoma fimbria,0,0
139-TW05,Apodichthys flavidus,0,0
139-TW05,Artedius fenestralis,0,0
139-TW05,Artedius harringtoni,0,0
139-TW05,Artedius lateralis,0,0
139-TW05,Ascelichthys rhodorus,0,0
139-TW05,Aulorhynchus flavidus,0,0
139-TW05,Bathylagus pacificus,12841,1
139-TW05,Blepsias cirrhosus,0,0
139-TW05,Brachyistius frenatus,0,0
139-TW05,Chauliodus macouni,0,0
139-TW05,Chitonotus pugetensis,0,0
139-TW05,Citharichthys sordidus,0,0
139-TW05,Citharichthys stigmaeus,0,0
139-TW05,Clinocottus embryum,0,0
139-TW05,Clinocottus globiceps,0,0
139-TW05,Clupea pallasii,27014,1
139-TW05,Coryphaenoides filifer,0,0
139-TW05,Cottus asper,0,0
139-TW05,Cottus cognatus,0,0
139-TW05,Cottus sp.,0,0
139-TW05,Cymatogaster aggregata,29,1
139-TW05,Embiotoca lateralis,0,0
139-TW05,Engraulis mordax,0,0
139-TW05,Enophrys bison,0,0
139-TW05,Gadus chalcogrammus,874,1
139-TW05,Gadus macrocephalus,0,0
139-TW05,Gasterosteus aculeatus,0,0
139-TW05,Gibbonsia montereyensis,0,0
139-TW05,Glyptocephalus zachirus,0,0
139-TW05,Gobiesox maeandricus,0,0
139-TW05,Hemilepidotus hemilepidotus,0,0
139-TW05,Hemilepidotus spinosus,0,0
139-TW05,Hexagrammos decagrammus,0,0
139-TW05,Hexagrammos sp.,0,0
139-TW05,Hippoglossus stenolepis,0,0
139-TW05,Hydrolagus colliei,0,0
139-TW05,Icelinus borealis,0,0
139-TW05,Icosteus aenigmaticus,0,0
139-TW05,Jordania zonope,0,0
139-TW05,Lepidogobius lepidus,0,0
139-TW05,Lepidopsetta bilineata,0,0
139-TW05,Leptocottus armatus,0,0
139-TW05,Liparis florae,0,0
139-TW05,Liparis mucosus,0,0
139-TW05,Liparis pulchellus,0,0
139-TW05,Lipolagus ochotensis,0,0
139-TW05,Lumpenus sagitta,0,0
139-TW05,Lumpenus sp.,0,0
139-TW05,Merluccius productus,0,0
139-TW05,Microstomus pacificus,0,0
139-TW05,Myoxocephalus jaok,0,0
139-TW05,Nannobrachium regale,0,0
139-TW05,Nannobrachium ritteri,20858,1
139-TW05,Nautichthys oculofasciatus,0,0
139-TW05,Odontopyxis trispinosa,0,0
139-TW05,Oligocottus maculosus,0,0
139-TW05,Oligocottus snyderi,0,0
139-TW05,Oncorhynchus clarkii lewisi,0,0
139-TW05,Oncorhynchus gorbuscha,0,0
139-TW05,Oncorhynchus keta,0,0
139-TW05,Oncorhynchus kisutch,0,0
139-TW05,Oncorhynchus mykiss,0,0
139-TW05,Oncorhynchus nerka,0,0
139-TW05,Oncorhynchus tshawytscha,0,0
139-TW05,Ophiodon elongatus,16563,1
139-TW05,Parophrys vetulus,0,0
139-TW05,Phanerodon vacca,0,0
139-TW05,Pholis gunnellus,0,0
139-TW05,Pholis laeta,199,1
139-TW05,Pholis ornata,5321,1
139-TW05,Phytichthys chirus,0,0
139-TW05,Platichthys stellatus,0,0
139-TW05,Pleuronichthys coenosus,0,0
139-TW05,Poromitra cristiceps,0,0
139-TW05,Prosopium williamsoni,0,0
139-TW05,Rhinogobiops nicholsii,0,0
139-TW05,Rimicola muscarum,417,1
139-TW05,Salmo salar,0,0
139-TW05,Salvelinus malma,0,0
139-TW05,Sardinops sp.,0,0
139-TW05,Scorpaenichthys marmoratus,0,0
139-TW05,Sebastes sp.,0,0
139-TW05,Stenobrachius leucopsarus,0,0
139-TW05,Stenobrachius nannochir,0,0
139-TW05,Synchirus gilli,0,0
139-TW05,Syngnathus leptorhynchus,0,0
139-TW05,Thaleichthys pacificus,0,0
139-TW05,Trichodon trichodon,0,0
139-TW05,Xiphister atropurpureus,0,0
139-TW05,no identification,0,0
140-TW05,Agonomalus mozinoi,0,0
140-TW05,Albatrossia pectoralis,1598,1
140-TW05,Ammodytes personatus,11424,1
140-TW05,Ammodytes sp.,3110,1
140-TW05,Anarrhichthys ocellatus,0,0
140-TW05,Anoplarchus purpurescens,5536,1
140-TW05,Anoplopoma fimbria,0,0
140-TW05,Apodichthys flavidus,0,0
140-TW05,Artedius fenestralis,0,0
140-TW05,Artedius harringtoni,547,1
140-TW05,Artedius lateralis,0,0
140-TW05,Ascelichthys rhodorus,0,0
140-TW05,Aulorhynchus flavidus,0,0
140-TW05,Bathylagus pacificus,0,0
140-TW05,Blepsias cirrhosus,0,0
140-TW05,Brachyistius frenatus,0,0
140-TW05,Chauliodus macouni,0,0
140-TW05,Chitonotus pugetensis,0,0
140-TW05,Citharichthys sordidus,0,0
140-TW05,Citharichthys stigmaeus,0,0
140-TW05,Clinocottus embryum,0,0
140-TW05,Clinocottus globiceps,0,0
140-TW05,Clupea pallasii,35928,1
140-TW05,Coryphaenoides filifer,0,0
140-TW05,Cottus asper,3108,1
140-TW05,Cottus cognatus,4853,1
140-TW05,Cottus sp.,0,0
140-TW05,Cymatogaster aggregata,5918,1
140-TW05,Embiotoca lateralis,0,0
140-TW05,Engraulis mordax,0,0
140-TW05,Enophrys bison,2603,1
140-TW05,Gadus chalcogrammus,2536,1
140-TW05,Gadus macrocephalus,0,0
140-TW05,Gasterosteus aculeatus,0,0
140-TW05,Gibbonsia montereyensis,0,0
140-TW05,Glyptocephalus zachirus,0,0
140-TW05,Gobiesox maeandricus,0,0
140-TW05,Hemilepidotus hemilepidotus,0,0
140-TW05,Hemilepidotus spinosus,0,0
140-TW05,Hexagrammos decagrammus,5427,1
140-TW05,Hexagrammos sp.,0,0
140-TW05,Hippoglossus stenolepis,0,0
140-TW05,Hydrolagus colliei,0,0
140-TW05,Icelinus borealis,0,0
140-TW05,Icosteus aenigmaticus,0,0
140-TW05,Jordania zonope,0,0
140-TW05,Lepidogobius lepidus,0,0
140-TW05,Lepidopsetta bilineata,0,0
140-TW05,Leptocottus armatus,0,0
140-TW05,Liparis florae,0,0
140-TW05,Liparis mucosus,0,0
140-TW05,Liparis pulchellus,0,0
140-TW05,Lipolagus ochotensis,0,0
140-TW05,Lumpenus sagitta,0,0
140-TW05,Lumpenus sp.,0,0
140-TW05,Merluccius productus,0,0
140-TW05,Microstomus pacificus,0,0
140-TW05,Myoxocephalus jaok,0,0
140-TW05,Nannobrachium regale,0,0
140-TW05,Nannobrachium ritteri,0,0
140-TW05,Nautichthys oculofasciatus,0,0
140-TW05,Odontopyxis trispinosa,0,0
140-TW05,Oligocottus maculosus,0,0
140-TW05,Oligocottus snyderi,0,0
140-TW05,Oncorhynchus clarkii lewisi,0,0
140-TW05,Oncorhynchus gorbuscha,0,0
140-TW05,Oncorhynchus keta,0,0
140-TW05,Oncorhynchus kisutch,2611,1
140-TW05,Oncorhynchus mykiss,0,0
140-TW05,Oncorhynchus nerka,0,0
140-TW05,Oncorhynchus tshawytscha,2534,1
140-TW05,Ophiodon elongatus,0,0
140-TW05,Parophrys vetulus,0,0
140-TW05,Phanerodon vacca,0,0
140-TW05,Pholis gunnellus,0,0
140-TW05,Pholis laeta,4651,1
140-TW05,Pholis ornata,0,0
140-TW05,Phytichthys chirus,0,0
140-TW05,Platichthys stellatus,2020,1
140-TW05,Pleuronichthys coenosus,0,0
140-TW05,Poromitra cristiceps,0,0
140-TW05,Prosopium williamsoni,0,0
140-TW05,Rhinogobiops nicholsii,0,0
140-TW05,Rimicola muscarum,0,0
140-TW05,Salmo salar,0,0
140-TW05,Salvelinus malma,0,0
140-TW05,Sardinops sp.,0,0
140-TW05,Scorpaenichthys marmoratus,0,0
140-TW05,Sebastes sp.,3352,1
140-TW05,Stenobrachius leucopsarus,0,0
140-TW05,Stenobrachius nannochir,0,0
140-TW05,Synchirus gilli,0,0
140-TW05,Syngnathus leptorhynchus,0,0
140-TW05,Thaleichthys pacificus,0,0
140-TW05,Trichodon trichodon,0,0
140-TW05,Xiphister atropurpureus,0,0
140-TW05,no identification,1052,1
141-TW04,Agonomalus mozinoi,0,0
141-TW04,Albatrossia pectoralis,0,0
141-TW04,Ammodytes personatus,0,0
141-TW04,Ammodytes sp.,0,0
141-TW04,Anarrhichthys ocellatus,0,0
141-TW04,Anoplarchus purpurescens,2569,1
141-TW04,Anoplopoma fimbria,0,0
141-TW04,Apodichthys flavidus,5459,1
141-TW04,Artedius fenestralis,0,0
141-TW04,Artedius harringtoni,0,0
141-TW04,Artedius lateralis,0,0
141-TW04,Ascelichthys rhodorus,0,0
141-TW04,Aulorhynchus flavidus,0,0
141-TW04,Bathylagus pacificus,0,0
141-TW04,Blepsias cirrhosus,0,0
141-TW04,Brachyistius frenatus,2029,1
141-TW04,Chauliodus macouni,1551,1
141-TW04,Chitonotus pugetensis,0,0
141-TW04,Citharichthys sordidus,2031,1
141-TW04,Citharichthys stigmaeus,0,0
141-TW04,Clinocottus embryum,0,0
141-TW04,Clinocottus globiceps,0,0
141-TW04,Clupea pallasii,13707,1
141-TW04,Coryphaenoides filifer,0,0
141-TW04,Cottus asper,0,0
141-TW04,Cottus cognatus,0,0
141-TW04,Cottus sp.,0,0
141-TW04,Cymatogaster aggregata,17327,1
141-TW04,Embiotoca lateralis,0,0
141-TW04,Engraulis mordax,0,0
141-TW04,Enophrys bison,0,0
141-TW04,Gadus chalcogrammus,7361,1
141-TW04,Gadus macrocephalus,0,0
141-TW04,Gasterosteus aculeatus,3711,1
141-TW04,Gibbonsia montereyensis,0,0
141-TW04,Glyptocephalus zachirus,0,0
141-TW04,Gobiesox maeandricus,0,0
141-TW04,Hemilepidotus hemilepidotus,0,0
141-TW04,Hemilepidotus spinosus,0,0
141-TW04,Hexagrammos decagrammus,3553,1
141-TW04,Hexagrammos sp.,0,0
141-TW04,Hippoglossus stenolepis,0,0
141-TW04,Hydrolagus colliei,0,0
141-TW04,Icelinus borealis,0,0
141-TW04,Icosteus aenigmaticus,0,0
141-TW04,Jordania zonope,0,0
141-TW04,Lepidogobius lepidus,113,1
141-TW04,Lepidopsetta bilineata,0,0
141-TW04,Leptocottus armatus,0,0
141-TW04,Liparis florae,0,0
141-TW04,Liparis mucosus,0,0
141-TW04,Liparis pulchellus,0,0
141-TW04,Lipolagus ochotensis,0,0
141-TW04,Lumpenus sagitta,0,0
141-TW04,Lumpenus sp.,0,0
141-TW04,Merluccius productus,0,0
141-TW04,Microstomus pacificus,0,0
141-TW04,Myoxocephalus jaok,0,0
141-TW04,Nannobrachium regale,0,0
141-TW04,Nannobrachium ritteri,0,0
141-TW04,Nautichthys oculofasciatus,0,0
141-TW04,Odontopyxis trispinosa,0,0
141-TW04,Oligocottus maculosus,0,0
141-TW04,Oligocottus snyderi,0,0
141-TW04,Oncorhynchus clarkii lewisi,0,0
141-TW04,Oncorhynchus gorbuscha,0,0
141-TW04,Oncorhynchus keta,0,0
141-TW04,Oncorhynchus kisutch,0,0
141-TW04,Oncorhynchus mykiss,0,0
141-TW04,Oncorhynchus nerka,0,0
141-TW04,Oncorhynchus tshawytscha,0,0
141-TW04,Ophiodon elongatus,0,0
141-TW04,Parophrys vetulus,0,0
141-TW04,Phanerodon vacca,0,0
141-TW04,Pholis gunnellus,0,0
141-TW04,Pholis laeta,464,1
141-TW04,Pholis ornata,0,0
141-TW04,Phytichthys chirus,0,0
141-TW04,Platichthys stellatus,0,0
141-TW04,Pleuronichthys coenosus,0,0
141-TW04,Poromitra cristiceps,0,0
141-TW04,Prosopium williamsoni,0,0
141-TW04,Rhinogobiops nicholsii,0,0
141-TW04,Rimicola muscarum,0,0
141-TW04,Salmo salar,0,0
141-TW04,Salvelinus malma,0,0
141-TW04,Sardinops sp.,0,0
141-TW04,Scorpaenichthys marmoratus,8563,1
141-TW04,Sebastes sp.,13167,1
141-TW04,Stenobrachius leucopsarus,0,0
141-TW04,Stenobrachius nannochir,7099,1
141-TW04,Synchirus gilli,0,0
141-TW04,Syngnathus leptorhynchus,871,1
141-TW04,Thaleichthys pacificus,0,0
141-TW04,Trichodon trichodon,0,0
141-TW04,Xiphister atropurpureus,0,0
141-TW04,no identification,192,1
142-TW04,Agonomalus mozinoi,0,0
142-TW04,Albatrossia pectoralis,0,0
142-TW04,Ammodytes personatus,0,0
142-TW04,Ammodytes sp.,0,0
142-TW04,Anarrhichthys ocellatus,0,0
142-TW04,Anoplarchus purpurescens,0,0
142-TW04,Anoplopoma fimbria,215,1
142-TW04,Apodichthys flavidus,0,0
142-TW04,Artedius fenestralis,14135,1
142-TW04,Artedius harringtoni,9392,1
142-TW04,Artedius lateralis,7480,1
142-TW04,Ascelichthys rhodorus,0,0
142-TW04,Aulorhynchus flavidus,0,0
142-TW04,Bathylagus pacificus,0,0
142-TW04,Blepsias cirrhosus,0,0
142-TW04,Brachyistius frenatus,0,0
142-TW04,Chauliodus macouni,0,0
142-TW04,Chitonotus pugetensis,0,0
142-TW04,Citharichthys sordidus,0,0
142-TW04,Citharichthys stigmaeus,0,0
142-TW04,Clinocottus embryum,0,0
142-TW04,Clinocottus globiceps,0,0
142-TW04,Clupea pallasii,9125,1
142-TW04,Coryphaenoides filifer,0,0
142-TW04,Cottus asper,0,0
142-TW04,Cottus cognatus,0,0
142-TW04,Cottus sp.,0,0
142-TW04,Cymatogaster aggregata,271,1
142-TW04,Embiotoca lateralis,0,0
142-TW04,Engraulis mordax,0,0
142-TW04,Enophrys bison,0,0
142-TW04,Gadus chalcogrammus,0,0
142-TW04,Gadus macrocephalus,0,0
142-TW04,Gasterosteus aculeatus,0,0
142-TW04,Gibbonsia montereyensis,0,0
142-TW04,Glyptocephalus zachirus,0,0
142-TW04,Gobiesox maeandricus,0,0
142-TW04,Hemilepidotus hemilepidotus,0,0
142-TW04,Hemilepidotus spinosus,0,0
142-TW04,Hexagrammos decagrammus,0,0
142-TW04,Hexagrammos sp.,0,0
142-TW04,Hippoglossus stenolepis,0,0
142-TW04,Hydrolagus colliei,0,0
142-TW04,Icelinus borealis,0,0
142-TW04,Icosteus aenigmaticus,0,0
142-TW04,Jordania zonope,0,0
142-TW04,Lepidogobius lepidus,0,0
142-TW04,Lepidopsetta bilineata,0,0
142-TW04,Leptocottus armatus,5919,1
142-TW04,Liparis florae,0,0
142-TW04,Liparis mucosus,4649,1
142-TW04,Liparis pulchellus,0,0
142-TW04,Lipolagus ochotensis,0,0
142-TW04,Lumpenus sagitta,0,0
142-TW04,Lumpenus sp.,0,0
142-TW04,Merluccius productus,0,0
142-TW04,Microstomus pacificus,0,0
142-TW04,Myoxocephalus jaok,0,0
142-TW04,Nannobrachium regale,0,0
142-TW04,Nannobrachium ritteri,0,0
142-TW04,Nautichthys oculofasciatus,0,0
142-TW04,Odontopyxis trispinosa,0,0
142-TW04,Oligocottus maculosus,0,0
142-TW04,Oligocottus snyderi,0,0
142-TW04,Oncorhynchus clarkii lewisi,0,0
142-TW04,Oncorhynchus gorbuscha,0,0
142-TW04,Oncorhynchus keta,0,0
142-TW04,Oncorhynchus kisutch,0,0
142-TW04,Oncorhynchus mykiss,9885,1
142-TW04,Oncorhynchus nerka,0,0
142-TW04,Oncorhynchus tshawytscha,0,0
142-TW04,Ophiodon elongatus,0,0
142-TW04,Parophrys vetulus,0,0
142-TW04,Phanerodon vacca,0,0
142-TW04,Pholis gunnellus,0,0
142-TW04,Pholis laeta,5404,1
142-TW04,Pholis ornata,0,0
142-TW04,Phytichthys chirus,0,0
142-TW04,Platichthys stellatus,0,0
142-TW04,Pleuronichthys coenosus,0,0
142-TW04,Poromitra cristiceps,0,0
142-TW04,Prosopium williamsoni,0,0
142-TW04,Rhinogobiops nicholsii,0,0
142-TW04,Rimicola muscarum,0,0
142-TW04,Salmo salar,0,0
142-TW04,Salvelinus malma,0,0
142-TW04,Sardinops sp.,0,0
142-TW04,Scorpaenichthys marmoratus,0,0
142-TW04,Sebastes sp.,16462,1
142-TW04,Stenobrachius leucopsarus,0,0
142-TW04,Stenobrachius nannochir,0,0
142-TW04,Synchirus gilli,0,0
142-TW04,Syngnathus leptorhynchus,0,0
142-TW04,Thaleichthys pacificus,0,0
142-TW04,Trichodon trichodon,0,0
142-TW04,Xiphister atropurpureus,0,0
142-TW04,no identification,0,0
143-TW04,Agonomalus mozinoi,0,0
143-TW04,Albatrossia pectoralis,0,0
143-TW04,Ammodytes personatus,2876,1
143-TW04,Ammodytes sp.,0,0
143-TW04,Anarrhichthys ocellatus,0,0
143-TW04,Anoplarchus purpurescens,0,0
143-TW04,Anoplopoma fimbria,0,0
143-TW04,Apodichthys flavidus,1043,1
143-TW04,Artedius fenestralis,0,0
143-TW04,Artedius harringtoni,0,0
143-TW04,Artedius lateralis,0,0
143-TW04,Ascelichthys rhodorus,0,0
143-TW04,Aulorhynchus flavidus,0,0
143-TW04,Bathylagus pacificus,0,0
143-TW04,Blepsias cirrhosus,0,0
143-TW04,Brachyistius frenatus,0,0
143-TW04,Chauliodus macouni,0,0
143-TW04,Chitonotus pugetensis,0,0
143-TW04,Citharichthys sordidus,0,0
143-TW04,Citharichthys stigmaeus,0,0
143-TW04,Clinocottus embryum,0,0
143-TW04,Clinocottus globiceps,0,0
143-TW04,Clupea pallasii,24235,1
143-TW04,Coryphaenoides filifer,0,0
143-TW04,Cottus asper,0,0
143-TW04,Cottus cognatus,0,0
143-TW04,Cottus sp.,0,0
143-TW04,Cymatogaster aggregata,10641,1
143-TW04,Embiotoca lateralis,0,0
143-TW04,Engraulis mordax,0,0
143-TW04,Enophrys bison,0,0
143-TW04,Gadus chalcogrammus,0,0
143-TW04,Gadus macrocephalus,0,0
143-TW04,Gasterosteus aculeatus,7643,1
143-TW04,Gibbonsia montereyensis,0,0
143-TW04,Glyptocephalus zachirus,0,0
143-TW04,Gobiesox maeandricus,0,0
143-TW04,Hemilepidotus hemilepidotus,0,0
143-TW04,Hemilepidotus spinosus,0,0
143-TW04,Hexagrammos decagrammus,0,0
143-TW04,Hexagrammos sp.,0,0
143-TW04,Hippoglossus stenolepis,0,0
143-TW04,Hydrolagus colliei,0,0
143-TW04,Icelinus borealis,0,0
143-TW04,Icosteus aenigmaticus,0,0
143-TW04,Jordania zonope,0,0
143-TW04,Lepidogobius lepidus,0,0
143-TW04,Lepidopsetta bilineata,0,0
143-TW04,Leptocottus armatus,0,0
143-TW04,Liparis florae,0,0
143-TW04,Liparis mucosus,0,0
143-TW04,Liparis pulchellus,0,0
143-TW04,Lipolagus ochotensis,0,0
143-TW04,Lumpenus sagitta,0,0
143-TW04,Lumpenus sp.,0,0
143-TW04,Merluccius productus,0,0
143-TW04,Microstomus pacificus,0,0
143-TW04,Myoxocephalus jaok,0,0
143-TW04,Nannobrachium regale,0,0
143-TW04,Nannobrachium ritteri,0,0
143-TW04,Nautichthys oculofasciatus,0,0
143-TW04,Odontopyxis trispinosa,0,0
143-TW04,Oligocottus maculosus,4681,1
143-TW04,Oligocottus snyderi,0,0
143-TW04,Oncorhynchus clarkii lewisi,0,0
143-TW04,Oncorhynchus gorbuscha,0,0
143-TW04,Oncorhynchus keta,0,0
143-TW04,Oncorhynchus kisutch,3347,1
143-TW04,Oncorhynchus mykiss,0,0
143-TW04,Oncorhynchus nerka,0,0
143-TW04,Oncorhynchus tshawytscha,11078,1
143-TW04,Ophiodon elongatus,0,0
143-TW04,Parophrys vetulus,0,0
143-TW04,Phanerodon vacca,0,0
143-TW04,Pholis gunnellus,0,0
143-TW04,Pholis laeta,5448,1
143-TW04,Pholis ornata,0,0
143-TW04,Phytichthys chirus,0,0
143-TW04,Platichthys stellatus,2728,1
143-TW04,Pleuronichthys coenosus,2278,1
143-TW04,Poromitra cristiceps,0,0
143-TW04,Prosopium williamsoni,0,0
143-TW04,Rhinogobiops nicholsii,0,0
143-TW04,Rimicola muscarum,0,0
143-TW04,Salmo salar,0,0
143-TW04,Salvelinus malma,0,0
143-TW04,Sardinops sp.,0,0
143-TW04,Scorpaenichthys marmoratus,0,0
143-TW04,Sebastes sp.,3893,1
143-TW04,Stenobrachius leucopsarus,0,0
143-TW04,Stenobrachius nannochir,0,0
143-TW04,Synchirus gilli,0,0
143-TW04,Syngnathus leptorhynchus,0,0
143-TW04,Thaleichthys pacificus,0,0
143-TW04,Trichodon trichodon,0,0
143-TW04,Xiphister atropurpureus,0,0
143-TW04,no identification,0,0
144-TW03,Agonomalus mozinoi,0,0
144-TW03,Albatrossia pectoralis,8488,1
144-TW03,Ammodytes personatus,457,1
144-TW03,Ammodytes sp.,0,0
144-TW03,Anarrhichthys ocellatus,0,0
144-TW03,Anoplarchus purpurescens,435,1
144-TW03,Anoplopoma fimbria,0,0
144-TW03,Apodichthys flavidus,8871,1
144-TW03,Artedius fenestralis,0,0
144-TW03,Artedius harringtoni,0,0
144-TW03,Artedius lateralis,0,0
144-TW03,Ascelichthys rhodorus,0,0
144-TW03,Aulorhynchus flavidus,0,0
144-TW03,Bathylagus pacificus,0,0
144-TW03,Blepsias cirrhosus,0,0
144-TW03,Brachyistius frenatus,0,0
144-TW03,Chauliodus macouni,0,0
144-TW03,Chitonotus pugetensis,0,0
144-TW03,Citharichthys sordidus,0,0
144-TW03,Citharichthys stigmaeus,0,0
144-TW03,Clinocottus embryum,0,0
144-TW03,Clinocottus globiceps,0,0
144-TW03,Clupea pallasii,48392,1
144-TW03,Coryphaenoides filifer,0,0
144-TW03,Cottus asper,0,0
144-TW03,Cottus cognatus,0,0
144-TW03,Cottus sp.,0,0
144-TW03,Cymatogaster aggregata,549,1
144-TW03,Embiotoca lateralis,0,0
144-TW03,Engraulis mordax,0,0
144-TW03,Enophrys bison,11949,1
144-TW03,Gadus chalcogrammus,0,0
144-TW03,Gadus macrocephalus,0,0
144-TW03,Gasterosteus aculeatus,11356,1
144-TW03,Gibbonsia montereyensis,0,0
144-TW03,Glyptocephalus zachirus,0,0
144-TW03,Gobiesox maeandricus,1201,1
144-TW03,Hemilepidotus hemilepidotus,0,0
144-TW03,Hemilepidotus spinosus,0,0
144-TW03,Hexagrammos decagrammus,0,0
144-TW03,Hexagrammos sp.,0,0
144-TW03,Hippoglossus stenolepis,0,0
144-TW03,Hydrolagus colliei,0,0
144-TW03,Icelinus borealis,0,0
144-TW03,Icosteus aenigmaticus,0,0
144-TW03,Jordania zonope,0,0
144-TW03,Lepidogobius lepidus,0,0
144-TW03,Lepidopsetta bilineata,0,0
144-TW03,Leptocottus armatus,0,0
144-TW03,Liparis florae,0,0
144-TW03,Liparis mucosus,0,0
144-TW03,Liparis pulchellus,0,0
144-TW03,Lipolagus ochotensis,185,1
144-TW03,Lumpenus sagitta,0,0
144-TW03,Lumpenus sp.,0,0
144-TW03,Merluccius productus,0,0
144-TW03,Microstomus pacificus,0,0
144-TW03,Myoxocephalus jaok,0,0
144-TW03,Nannobrachium regale,0,0
144-TW03,Nannobrachium ritteri,0,0
144-TW03,Nautichthys oculofasciatus,0,0
144-TW03,Odontopyxis trispinosa,0,0
144-TW03,Oligocottus maculosus,0,0
144-TW03,Oligocottus snyderi,0,0
144-TW03,Oncorhynchus clarkii lewisi,0,0
144-TW03,Oncorhynchus gorbuscha,0,0
144-TW03,Oncorhynchus keta,0,0
144-TW03,Oncorhynchus kisutch,8502,1
144-TW03,Oncorhynchus mykiss,0,0
144-TW03,Oncorhynchus nerka,0,0
144-TW03,Oncorhynchus tshawytscha,0,0
144-TW03,Ophiodon elongatus,0,0
144-TW03,Parophrys vetulus,0,0
144-TW03,Phanerodon vacca,0,0
144-TW03,Pholis gunnellus,0,0
144-TW03,Pholis laeta,0,0
144-TW03,Pholis ornata,0,0
144-TW03,Phytichthys chirus,0,0
144-TW03,Platichthys stellatus,0,0
144-TW03,Pleuronichthys coenosus,0,0
144-TW03,Poromitra cristiceps,0,0
144-TW03,Prosopium williamsoni,0,0
144-TW03,Rhinogobiops nicholsii,0,0
144-TW03,Rimicola muscarum,0,0
144-TW03,Salmo salar,0,0
144-TW03,Salvelinus malma,0,0
144-TW03,Sardinops sp.,0,0
144-TW03,Scorpaenichthys marmoratus,0,0
144-TW03,Sebastes sp.,10406,1
144-TW03,Stenobrachius leucopsarus,0,0
144-TW03,Stenobrachius nannochir,0,0
144-TW03,Synchirus gilli,0,0
144-TW03,Syngnathus leptorhynchus,0,0
144-TW03,Thaleichthys pacificus,0,0
144-TW03,Trichodon trichodon,0,0
144-TW03,Xiphister atropurpureus,0,0
144-TW03,no identification,0,0
145-TW03,Agonomalus mozinoi,0,0
145-TW03,Albatrossia pectoralis,0,0
145-TW03,Ammodytes personatus,909,1
145-TW03,Ammodytes sp.,0,0
145-TW03,Anarrhichthys ocellatus,0,0
145-TW03,Anoplarchus purpurescens,0,0
145-TW03,Anoplopoma fimbria,0,0
145-TW03,Apodichthys flavidus,5653,1
145-TW03,Artedius fenestralis,0,0
145-TW03,Artedius harringtoni,0,0
145-TW03,Artedius lateralis,0,0
145-TW03,Ascelichthys rhodorus,0,0
145-TW03,Aulorhynchus flavidus,0,0
145-TW03,Bathylagus pacificus,0,0
145-TW03,Blepsias cirrhosus,0,0
145-TW03,Brachyistius frenatus,0,0
145-TW03,Chauliodus macouni,0,0
145-TW03,Chitonotus pugetensis,0,0
145-TW03,Citharichthys sordidus,0,0
145-TW03,Citharichthys stigmaeus,0,0
145-TW03,Clinocottus embryum,0,0
145-TW03,Clinocottus globiceps,0,0
145-TW03,Clupea pallasii,39699,1
145-TW03,Coryphaenoides filifer,0,0
145-TW03,Cottus asper,0,0
145-TW03,Cottus cognatus,0,0
145-TW03,Cottus sp.,0,0
145-TW03,Cymatogaster aggregata,18722,1
145-TW03,Embiotoca lateralis,9537,1
145-TW03,Engraulis mordax,0,0
145-TW03,Enophrys bison,0,0
145-TW03,Gadus chalcogrammus,3686,1
145-TW03,Gadus macrocephalus,0,0
145-TW03,Gasterosteus aculeatus,0,0
145-TW03,Gibbonsia montereyensis,0,0
145-TW03,Glyptocephalus zachirus,0,0
145-TW03,Gobiesox maeandricus,0,0
145-TW03,Hemilepidotus hemilepidotus,0,0
145-TW03,Hemilepidotus spinosus,0,0
145-TW03,Hexagrammos decagrammus,9182,1
145-TW03,Hexagrammos sp.,0,0
145-TW03,Hippoglossus stenolepis,0,0
145-TW03,Hydrolagus colliei,0,0
145-TW03,Icelinus borealis,0,0
145-TW03,Icosteus aenigmaticus,0,0
145-TW03,Jordania zonope,0,0
145-TW03,Lepidogobius lepidus,0,0
145-TW03,Lepidopsetta bilineata,0,0
145-TW03,Leptocottus armatus,0,0
145-TW03,Liparis florae,0,0
145-TW03,Liparis mucosus,0,0
145-TW03,Liparis pulchellus,0,0
145-TW03,Lipolagus ochotensis,0,0
145-TW03,Lumpenus sagitta,0,0
145-TW03,Lumpenus sp.,0,0
